condition_idx,sample_idx,MW,LogP,QED,TPSA,HBD,HBA,RB,SA,C,N,O,S,F,Cl,Br,I,ring_count,scaffold_class,fg_ester,fg_amide,fg_amine,fg_alcohol,fg_halogen
5,5,603.6690000000003,3.1834000000000024,0.3571777118480848,125.54,0.0,10.0,12.0,4.28,45.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,4.0,4.0
5,6,603.6690000000003,3.1834000000000024,0.3571777118480848,125.54,0.0,10.0,12.0,4.28,45.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,4.0
5,7,603.6690000000003,3.1834000000000024,0.3571777118480848,125.54,0.0,10.0,12.0,4.28,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0
6,0,186.21099999999993,-0.5892000000000004,0.6167559721196196,83.63000000000001,2.0,3.0,3.0,2.2399999999999998,1.0,8.0,12.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0
6,1,186.21099999999993,-0.5892000000000004,0.6167559721196196,83.63000000000001,2.0,3.0,3.0,2.2399999999999998,45.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
6,2,186.21099999999993,-0.5892000000000004,0.6167559721196196,83.63000000000001,2.0,3.0,3.0,2.2399999999999998,45.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
6,3,186.21099999999993,-0.5892000000000004,0.6167559721196196,83.63000000000001,2.0,3.0,3.0,2.2399999999999998,45.0,0.0,12.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
6,4,186.21099999999993,-0.5892000000000004,0.6167559721196196,83.63000000000001,2.0,3.0,3.0,2.2399999999999998,45.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
6,5,186.21099999999993,-0.5892000000000004,0.6167559721196196,83.63000000000001,2.0,3.0,3.0,2.2399999999999998,45.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,4.0,4.0
6,6,186.21099999999993,-0.5892000000000004,0.6167559721196196,83.63000000000001,2.0,3.0,3.0,2.2399999999999998,45.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,4.0
6,7,186.21099999999993,-0.5892000000000004,0.6167559721196196,83.63000000000001,2.0,3.0,3.0,2.2399999999999998,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0
7,0,230.22699999999998,0.11349999999999971,0.5955533716515111,72.68,1.0,5.0,0.0,2.94,1.0,8.0,12.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0
7,1,230.22699999999998,0.11349999999999971,0.5955533716515111,72.68,1.0,5.0,0.0,2.94,45.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
7,2,230.22699999999998,0.11349999999999971,0.5955533716515111,72.68,1.0,5.0,0.0,2.94,45.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
7,3,230.22699999999998,0.11349999999999971,0.5955533716515111,72.68,1.0,5.0,0.0,2.94,45.0,0.0,12.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
7,4,230.22699999999998,0.11349999999999971,0.5955533716515111,72.68,1.0,5.0,0.0,2.94,45.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
7,5,230.22699999999998,0.11349999999999971,0.5955533716515111,72.68,1.0,5.0,0.0,2.94,45.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,4.0,4.0
7,6,230.22699999999998,0.11349999999999971,0.5955533716515111,72.68,1.0,5.0,0.0,2.94,45.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,4.0
7,7,230.22699999999998,0.11349999999999971,0.5955533716515111,72.68,1.0,5.0,0.0,2.94,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0
8,0,606.727,4.349800000000003,0.2678815971314884,110.75,2.0,6.0,7.0,5.1,1.0,8.0,12.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0
8,1,606.727,4.349800000000003,0.2678815971314884,110.75,2.0,6.0,7.0,5.1,45.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
8,2,606.727,4.349800000000003,0.2678815971314884,110.75,2.0,6.0,7.0,5.1,45.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
8,3,606.727,4.349800000000003,0.2678815971314884,110.75,2.0,6.0,7.0,5.1,45.0,0.0,12.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
8,4,606.727,4.349800000000003,0.2678815971314884,110.75,2.0,6.0,7.0,5.1,45.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
8,5,606.727,4.349800000000003,0.2678815971314884,110.75,2.0,6.0,7.0,5.1,45.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,4.0,4.0
8,6,606.727,4.349800000000003,0.2678815971314884,110.75,2.0,6.0,7.0,5.1,45.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,4.0
8,7,606.727,4.349800000000003,0.2678815971314884,110.75,2.0,6.0,7.0,5.1,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0
9,0,333.7970000000001,0.04612000000000027,0.6496123899458821,132.35,3.0,4.0,7.0,2.8,1.0,8.0,12.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0
9,1,333.7970000000001,0.04612000000000027,0.6496123899458821,132.35,3.0,4.0,7.0,2.8,45.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
9,2,333.7970000000001,0.04612000000000027,0.6496123899458821,132.35,3.0,4.0,7.0,2.8,45.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
9,3,333.7970000000001,0.04612000000000027,0.6496123899458821,132.35,3.0,4.0,7.0,2.8,45.0,0.0,12.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
9,4,333.7970000000001,0.04612000000000027,0.6496123899458821,132.35,3.0,4.0,7.0,2.8,45.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
9,5,333.7970000000001,0.04612000000000027,0.6496123899458821,132.35,3.0,4.0,7.0,2.8,45.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,4.0,4.0
9,6,333.7970000000001,0.04612000000000027,0.6496123899458821,132.35,3.0,4.0,7.0,2.8,45.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,4.0
9,7,333.7970000000001,0.04612000000000027,0.6496123899458821,132.35,3.0,4.0,7.0,2.8,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0
10,0,235.316,1.36192,0.6087812067669083,82.22,2.0,4.0,2.0,2.6599999999999997,1.0,8.0,12.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0
10,1,235.316,1.36192,0.6087812067669083,82.22,2.0,4.0,2.0,2.6599999999999997,45.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
10,2,235.316,1.36192,0.6087812067669083,82.22,2.0,4.0,2.0,2.6599999999999997,45.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
10,3,235.316,1.36192,0.6087812067669083,82.22,2.0,4.0,2.0,2.6599999999999997,45.0,0.0,12.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
10,4,235.316,1.36192,0.6087812067669083,82.22,2.0,4.0,2.0,2.6599999999999997,45.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
10,5,235.316,1.36192,0.6087812067669083,82.22,2.0,4.0,2.0,2.6599999999999997,45.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,4.0,4.0
10,6,235.316,1.36192,0.6087812067669083,82.22,2.0,4.0,2.0,2.6599999999999997,45.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,4.0
10,7,235.316,1.36192,0.6087812067669083,82.22,2.0,4.0,2.0,2.6599999999999997,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0
11,0,327.29200000000003,2.353700000000001,0.37952548876773323,123.92999999999999,4.0,5.0,5.0,2.98,1.0,8.0,12.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0
11,1,327.29200000000003,2.353700000000001,0.37952548876773323,123.92999999999999,4.0,5.0,5.0,2.98,45.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
11,2,327.29200000000003,2.353700000000001,0.37952548876773323,123.92999999999999,4.0,5.0,5.0,2.98,45.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
11,3,327.29200000000003,2.353700000000001,0.37952548876773323,123.92999999999999,4.0,5.0,5.0,2.98,45.0,0.0,12.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
11,4,327.29200000000003,2.353700000000001,0.37952548876773323,123.92999999999999,4.0,5.0,5.0,2.98,45.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
11,5,327.29200000000003,2.353700000000001,0.37952548876773323,123.92999999999999,4.0,5.0,5.0,2.98,45.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,4.0,4.0
11,6,327.29200000000003,2.353700000000001,0.37952548876773323,123.92999999999999,4.0,5.0,5.0,2.98,45.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,4.0
11,7,327.29200000000003,2.353700000000001,0.37952548876773323,123.92999999999999,4.0,5.0,5.0,2.98,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0
12,0,159.18499999999997,-0.7277000000000002,0.4952736328525845,58.56,2.0,4.0,1.0,2.0999999999999996,1.0,8.0,12.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0
12,1,159.18499999999997,-0.7277000000000002,0.4952736328525845,58.56,2.0,4.0,1.0,2.0999999999999996,45.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
12,2,159.18499999999997,-0.7277000000000002,0.4952736328525845,58.56,2.0,4.0,1.0,2.0999999999999996,45.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
12,3,159.18499999999997,-0.7277000000000002,0.4952736328525845,58.56,2.0,4.0,1.0,2.0999999999999996,45.0,0.0,12.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
12,4,159.18499999999997,-0.7277000000000002,0.4952736328525845,58.56,2.0,4.0,1.0,2.0999999999999996,45.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
12,5,159.18499999999997,-0.7277000000000002,0.4952736328525845,58.56,2.0,4.0,1.0,2.0999999999999996,45.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,4.0,4.0
12,6,159.18499999999997,-0.7277000000000002,0.4952736328525845,58.56,2.0,4.0,1.0,2.0999999999999996,45.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,4.0
12,7,159.18499999999997,-0.7277000000000002,0.4952736328525845,58.56,2.0,4.0,1.0,2.0999999999999996,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0
13,0,270.26599999999996,-0.25900000000000034,0.7668883574167434,107.34,1.0,6.0,4.0,2.8800000000000003,1.0,8.0,12.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0
13,1,270.26599999999996,-0.25900000000000034,0.7668883574167434,107.34,1.0,6.0,4.0,2.8800000000000003,45.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
13,2,270.26599999999996,-0.25900000000000034,0.7668883574167434,107.34,1.0,6.0,4.0,2.8800000000000003,45.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
13,3,270.26599999999996,-0.25900000000000034,0.7668883574167434,107.34,1.0,6.0,4.0,2.8800000000000003,45.0,0.0,12.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
13,4,270.26599999999996,-0.25900000000000034,0.7668883574167434,107.34,1.0,6.0,4.0,2.8800000000000003,45.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
13,5,270.26599999999996,-0.25900000000000034,0.7668883574167434,107.34,1.0,6.0,4.0,2.8800000000000003,45.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,4.0,4.0
13,6,270.26599999999996,-0.25900000000000034,0.7668883574167434,107.34,1.0,6.0,4.0,2.8800000000000003,45.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,4.0
13,7,270.26599999999996,-0.25900000000000034,0.7668883574167434,107.34,1.0,6.0,4.0,2.8800000000000003,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0
14,0,424.222,2.794600000000001,0.8079479563678965,77.35000000000001,1.0,6.0,3.0,3.62,1.0,8.0,12.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0
14,1,424.222,2.794600000000001,0.8079479563678965,77.35000000000001,1.0,6.0,3.0,3.62,45.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
14,2,424.222,2.794600000000001,0.8079479563678965,77.35000000000001,1.0,6.0,3.0,3.62,45.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
14,3,424.222,2.794600000000001,0.8079479563678965,77.35000000000001,1.0,6.0,3.0,3.62,45.0,0.0,12.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
14,4,424.222,2.794600000000001,0.8079479563678965,77.35000000000001,1.0,6.0,3.0,3.62,45.0,8.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
14,5,424.222,2.794600000000001,0.8079479563678965,77.35000000000001,1.0,6.0,3.0,3.62,45.0,0.0,12.0,0.0,0.0,3.0,0.0,1.0,5.0,4.0,3.0,0.0,3.0,4.0,4.0
14,6,424.222,2.794600000000001,0.8079479563678965,77.35000000000001,1.0,6.0,3.0,3.62,45.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,4.0
14,7,424.222,2.794600000000001,0.8079479563678965,77.35000000000001,1.0,6.0,3.0,3.62,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,4.0,0.0,3.0,3.0,0.0,0.0
15,0,459.49700000000024,3.551680000000002,0.25299404697727357,107.77,3.0,5.0,7.0,3.49,1.0,8.0,12.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0
15,1,459.49700000000024,3.551680000000002,0.25299404697727357,107.77,3.0,5.0,7.0,3.49,45.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
15,2,459.49700000000024,3.551680000000002,0.25299404697727357,107.77,3.0,5.0,7.0,3.49,45.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,4.0,3.0,3.0,0.0,0.0,0.0
15,3,459.49700000000024,3.551680000000002,0.25299404697727357,107.77,3.0,5.0,7.0,3.49,45.0,0.0,12.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
