u_visual_brightness,u_visual_contrast,u_visual_edge_density,u_visual_texture,u_size_small,u_size_medium,u_size_large,u_lipophilic,u_polar,u_hbond_rich,u_druglike_window,u_synthetic_easy,u_reference_present,u_intent_decrease_logp,u_intent_default,u_intent_increase_logp,u_intent_increase_qed,u_intent_less_polar,u_intent_lower_sa,u_intent_more_polar,understanding_summary,understanding_tags,intent
0.6575047969818115,0.800000011920929,0.1999782986111111,0.8450084924697876,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=3.91, QED=0.14; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
0.6680070757865906,0.8078431487083435,0.19932725694444445,0.830321878194809,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=3.89, QED=0.33; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;druglike_window;default,default
0.7526007890701294,0.8509804010391235,0.1967230902777778,0.6909037828445435,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=2.64, QED=0.84; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.6475375294685364,0.7490196228027344,0.1996527777777778,0.5828570276498795,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=5.38, QED=0.65; intent=default; without reference molecule.",high_visual_contrast;lipophilic;default,default
0.8760365843772888,1.0,0.1999782986111111,0.878506600856781,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=-1.18, QED=0.35; intent=default; without reference molecule.",high_visual_contrast;polar;default,default
0.8103077411651611,0.8823529481887817,0.19639756944444445,0.4111808091402054,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, less-polar, LogP=1.98, QED=0.45; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.816850483417511,0.8980392217636108,0.1937934027777778,0.519620954990387,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, less-polar, LogP=1.57, QED=0.53; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.6918385624885559,0.8235294222831726,0.1996527777777778,0.8255389630794525,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=3.42, QED=0.51; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;druglike_window;default,default
0.8455159068107605,0.9411764740943909,0.1911892361111111,0.6219877749681473,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, polar, LogP=0.45, QED=0.63; intent=default; without reference molecule.",high_visual_contrast;polar;druglike_window;default,default
0.7137250900268555,0.8235294222831726,0.1970486111111111,0.7187102437019348,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=3.27, QED=0.56; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;druglike_window;default,default
0.6962354183197021,0.8117647171020508,0.1997612847222222,0.7777296602725983,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=3.58, QED=0.56; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;druglike_window;default,default
0.7842622399330139,0.8823529481887817,0.19325086805555555,0.7057362198829651,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=1.97, QED=0.26; intent=default; without reference molecule.",high_visual_contrast;polar;druglike_window;default,default
0.8569678068161011,0.9450980424880981,0.1899956597222222,0.6066213101148605,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, less-polar, LogP=0.37, QED=0.67; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.705274760723114,0.8666666746139526,0.1996527777777778,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=2.28, QED=0.38; intent=default; without reference molecule.",high_visual_contrast;polar;default,default
0.6397233605384827,0.7607843279838562,0.1987847222222222,0.7241097986698151,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=5.08, QED=0.47; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
0.6262638568878174,0.7803921699523926,0.19986979166666666,0.8524653017520905,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=4.52, QED=0.21; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
0.7812631726264954,0.8705882430076599,0.18934461805555555,0.5834066569805145,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, less-polar, LogP=2.12, QED=0.74; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.7050011157989502,0.7647058963775635,0.1994357638888889,0.5616844743490219,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=4.18, QED=0.83; intent=default; without reference molecule.",high_visual_contrast;lipophilic;druglike_window;default,default
0.7076393365859985,0.8039215803146362,0.1986762152777778,0.6473660320043564,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=3.77, QED=0.84; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;druglike_window;default,default
0.7232247591018677,0.8156862854957581,0.19889322916666666,0.6044960618019104,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=3.52, QED=0.74; intent=default; without reference molecule.",high_visual_contrast;lipophilic;druglike_window;default,default
0.8057177066802979,0.9019607901573181,0.19694010416666666,0.637818843126297,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, less-polar, LogP=1.33, QED=0.78; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.7262591123580933,0.8039215803146362,0.197265625,0.4667508602142334,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, less-polar, LogP=3.86, QED=0.41; intent=default; without reference molecule.",high_visual_contrast;lipophilic;druglike_window;default,default
0.7322605848312378,0.8392156958580017,0.19856770833333334,0.7123502343893051,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=2.99, QED=0.77; intent=default; without reference molecule.",high_visual_contrast;polar;druglike_window;default,default
0.7812947034835815,0.8509804010391235,0.1982421875,0.6407497376203537,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=2.20, QED=0.66; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.7063117623329163,0.8549019694328308,0.19986979166666666,0.9728175401687622,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=2.57, QED=0.27; intent=default; without reference molecule.",high_visual_contrast;polar;default,default
0.820728600025177,0.929411768913269,0.1987847222222222,0.7038068175315857,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, less-polar, LogP=0.99, QED=0.81; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.6030948162078857,0.7607843279838562,0.19986979166666666,0.8211724162101746,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=5.19, QED=0.17; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
0.7083145976066589,0.8313725590705872,0.1984592013888889,0.7940472364425659,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=3.26, QED=0.72; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;druglike_window;default,default
0.6954044103622437,0.8627451062202454,0.19986979166666666,0.9498536288738251,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=2.52, QED=0.28; intent=default; without reference molecule.",high_visual_contrast;polar;default,default
0.8137710094451904,0.8588235378265381,0.19911024305555555,0.5359714329242706,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, less-polar, LogP=1.60, QED=0.78; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.6531092524528503,0.8078431487083435,0.1997612847222222,0.8760243952274323,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=3.66, QED=0.33; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
0.8702048659324646,0.9843137264251709,0.19661458333333334,0.8596595227718353,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=-0.88, QED=0.64; intent=default; without reference molecule.",high_visual_contrast;polar;druglike_window;default,default
0.7247851490974426,0.8392156958580017,0.19921875,0.7270835191011429,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=3.15, QED=0.44; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;druglike_window;default,default
0.6471583843231201,0.7568627595901489,0.1997612847222222,0.7078451961278915,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=5.07, QED=0.50; intent=default; without reference molecule.",high_visual_contrast;lipophilic;default,default
0.5862332582473755,0.7372549176216125,0.1999782986111111,0.7695862948894501,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=6.05, QED=0.14; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
0.6309228539466858,0.7215686440467834,0.19856770833333334,0.5713792741298676,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=6.50, QED=0.44; intent=default; without reference molecule.",high_visual_contrast;lipophilic;default,default
0.7388127446174622,0.8745098114013672,0.1994357638888889,0.8085764050483704,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=2.39, QED=0.54; intent=default; without reference molecule.",high_visual_contrast;polar;druglike_window;default,default
0.7586426734924316,0.8745098114013672,0.19889322916666666,0.7238071113824844,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=2.14, QED=0.51; intent=default; without reference molecule.",high_visual_contrast;polar;druglike_window;default,default
0.6225192546844482,0.7411764860153198,0.1994357638888889,0.6497432738542557,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=5.72, QED=0.57; intent=default; without reference molecule.",high_visual_contrast;lipophilic;default,default
0.570610761642456,0.7333333492279053,0.1996527777777778,0.8092908561229706,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=6.41, QED=0.18; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
0.6078861355781555,0.7568627595901489,0.1999782986111111,0.7924670577049255,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=5.13, QED=0.24; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
0.7546943426132202,0.8549019694328308,0.19325086805555555,0.6295746713876724,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=2.76, QED=0.89; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.6602145433425903,0.772549033164978,0.1994357638888889,0.6895805150270462,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=4.78, QED=0.55; intent=default; without reference molecule.",high_visual_contrast;lipophilic;druglike_window;default,default
0.7730098366737366,0.8784313797950745,0.19986979166666666,0.7634071111679077,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, polar, LogP=1.96, QED=0.80; intent=default; without reference molecule.",high_visual_contrast;polar;druglike_window;default,default
0.6743038892745972,0.7843137383460999,0.19759114583333334,0.6719681024551392,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=4.47, QED=0.59; intent=default; without reference molecule.",high_visual_contrast;lipophilic;druglike_window;default,default
0.7519509792327881,0.8313725590705872,0.197265625,0.7158202975988388,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=2.58, QED=0.43; intent=default; without reference molecule.",high_visual_contrast;polar;druglike_window;default,default
0.7395037412643433,0.8627451062202454,0.19889322916666666,0.7890321314334869,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=2.59, QED=0.65; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.7227448225021362,0.7803921699523926,0.1923828125,0.5605802088975906,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=3.64, QED=0.85; intent=default; without reference molecule.",high_visual_contrast;lipophilic;druglike_window;default,default
0.6882502436637878,0.8470588326454163,0.19954427083333334,0.9248813688755035,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=3.05, QED=0.53; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
0.6661348342895508,0.7568627595901489,0.1994357638888889,0.6502315700054169,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=4.75, QED=0.72; intent=default; without reference molecule.",high_visual_contrast;lipophilic;druglike_window;default,default
0.6934942603111267,0.8313725590705872,0.1999782986111111,0.8601112961769104,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=3.24, QED=0.73; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;druglike_window;default,default
0.6649352312088013,0.772549033164978,0.1994357638888889,0.7075859606266022,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=4.58, QED=0.69; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;druglike_window;default,default
0.7618251442909241,0.8588235378265381,0.1976996527777778,0.6587439179420471,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, less-polar, LogP=2.51, QED=0.81; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.6238200664520264,0.7803921699523926,0.1999782986111111,0.8295912444591522,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=4.50, QED=0.08; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
0.8164385557174683,0.9058823585510254,0.19921875,0.6256126016378403,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, less-polar, LogP=1.39, QED=0.66; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.8229362964630127,0.9450980424880981,0.19715711805555555,0.7902523577213287,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=0.58, QED=0.69; intent=default; without reference molecule.",high_visual_contrast;polar;druglike_window;default,default
0.7579078674316406,0.8588235378265381,0.19932725694444445,0.6540930569171906,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=2.41, QED=0.75; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.6694240570068359,0.8156862854957581,0.1997612847222222,0.8271557986736298,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=3.61, QED=0.45; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
0.7671228051185608,0.9058823585510254,0.19889322916666666,0.9110704064369202,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=1.42, QED=0.13; intent=default; without reference molecule.",high_visual_contrast;polar;default,default
0.6807138919830322,0.7921568751335144,0.1962890625,0.6931995749473572,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=4.22, QED=0.67; intent=default; without reference molecule.",high_visual_contrast;lipophilic;druglike_window;default,default
0.7701392769813538,0.9372549057006836,0.1997612847222222,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=0.36, QED=0.32; intent=default; without reference molecule.",high_visual_contrast;polar;default,default
0.6133633852005005,0.7529411911964417,0.19954427083333334,0.8002957105636597,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=5.19, QED=0.31; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
0.7146807909011841,0.8588235378265381,0.19932725694444445,0.9399728178977966,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, polar, LogP=2.41, QED=0.48; intent=default; without reference molecule.",high_visual_contrast;polar;druglike_window;default,default
0.6847996711730957,0.7490196228027344,0.1978081597222222,0.5533767342567444,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=4.55, QED=0.45; intent=default; without reference molecule.",high_visual_contrast;lipophilic;druglike_window;default,default
0.7466422319412231,0.8470588326454163,0.1986762152777778,0.6190758347511292,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=2.94, QED=0.92; intent=default; without reference molecule.",high_visual_contrast;druglike_window;default,default
0.680726170539856,0.8352941274642944,0.1999782986111111,0.9463411867618561,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=2.96, QED=0.24; intent=default; without reference molecule.",high_visual_contrast;polar;default,default
0.7382157444953918,0.7803921699523926,0.1899956597222222,0.48022565245628357,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is small, less-polar, LogP=3.55, QED=0.67; intent=default; without reference molecule.",high_visual_contrast;lipophilic;druglike_window;default,default
0.6935848593711853,0.8470588326454163,0.1997612847222222,0.9281361401081085,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=2.97, QED=0.41; intent=default; without reference molecule.",high_visual_contrast;polar;default,default
0.6387425661087036,0.7372549176216125,0.1999782986111111,0.5854883193969727,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is medium, less-polar, LogP=5.52, QED=0.78; intent=default; without reference molecule.",high_visual_contrast;lipophilic;default,default
0.6661569476127625,0.8352941274642944,0.1999782986111111,0.9207693636417389,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"bright, high-contrast query; target is large, polar, LogP=3.38, QED=0.12; intent=default; without reference molecule.",high_visual_contrast;lipophilic;polar;default,default
